match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_ace_sum,p2_ace_sum,p1_winner_sum,p2_winner_sum,p1_double_fault_sum,p2_double_fault_sum,p1_unf_err_sum,p2_unf_err_sum,p1_break_pt_won_sum,p2_break_pt_won_sum,p1_break_pt_missed_sum,p2_break_pt_missed_sum,serve_width_score,serve_depth_score,return_depth_score,p1_skill_factors,p2_skill_factors,p1_Physical_Factor,p2_Physical_Factor,p1_Psychological_Factor,p2_Psychological_Factor
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:07:28,1,2,12,0,0,1,0,0,15,2,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.744,18.244,4,130,2,1,2,2,0,0,0,0,0,0,0,0,0.9,0.4,0.85,-0.227524,0.227524,11.68637797,12.20080203,0.075196,-0.075196
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:08:06,1,2,13,0,0,1,0,15,15,2,1,1,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.013,18.626,4,120,1,1,1,2,0,0,0,1,0,0,0,0,0.5,0.4,0.85,-0.0931228,0.0931228,8.325611895,13.75590811,-0.006352,0.006352
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:08:41,1,2,14,0,0,1,0,30,15,2,1,2,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,7.112,3,128,1,1,1,3,0,0,0,1,0,0,0,0,0.9,0.4,0.45,-0.3364768,0.3364768,10.36699521,13.05565279,-0.221306,0.221306
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:09:11,1,2,15,0,0,1,0,30,30,2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,130,0,1,0,3,0,0,0,1,0,0,0,0,0.5,0.4,0.45,-0.2020756,0.2020756,11.34729519,12.22968481,-0.492579,0.492579
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:09:37,1,2,16,0,0,1,0,30,40,2,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,97,0,1,0,2,0,0,0,1,0,0,0,0,0.75,0.4,0.85,-0.17712355,0.17712355,8.532539639,9.189162361,-0.277625,0.277625
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:10:20,1,2,17,0,0,1,0,40,40,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124,0,1,0,2,0,0,0,1,0,0,0,0,0.4,0.4,0,-0.2910472,0.2910472,11.46501577,11.02856823,-0.277625,0.277625
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:10:45,1,2,18,0,0,1,0,40,AD,2,1,2,9,9,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116,0,1,0,3,0,0,0,1,0,0,0,0,0.5,0.4,0.45,-0.2020756,0.2020756,11.55179137,9.704064628,-0.492579,0.492579
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:24,1,3,19,0,0,1,1,0,0,1,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126,1,0,1,2,0,0,0,1,0,0,0,0,0.5,0.8,0,0.4812935,-0.4812935,11.52205866,11.33265734,0.03109,-0.03109
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:47,1,3,20,0,0,1,1,15,0,1,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127,1,0,1,2,0,0,0,1,0,0,0,0,0.9,0.8,0.85,0.38417,-0.38417,19.41251698,4.03636502,0.03109,-0.03109
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:17,1,3,21,0,0,1,1,30,0,1,1,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114,1,0,1,2,0,0,0,0,0,0,0,0,0.75,0.4,0.85,0.17712355,-0.17712355,12.09418015,8.697143846,-0.158635,0.158635
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:44,1,3,22,0,0,1,1,30,15,1,1,1,12,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127,1,0,1,1,0,0,0,1,0,0,0,0,0.65,0.4,0.45,0.25247605,-0.25247605,8.738722814,15.12375919,0.246044,-0.246044
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:13:26,1,3,23,0,0,1,1,40,15,1,2,1,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103,1,0,1,1,0,0,0,1,0,0,0,0,0.4,0.4,0.85,0.0595225,-0.0595225,9.733873685,8.967824315,0.246044,-0.246044
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:15:31,1,4,24,0,0,2,1,0,0,2,2,2,13,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107,1,0,1,1,0,0,1,1,0,0,0,0,0.4,0.4,0.45,-0.1684753,0.1684753,10.56002496,9.070737038,0.056785,-0.056785
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:15,1,4,25,0,0,2,1,0,15,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111,1,0,1,1,0,0,1,1,0,0,0,0,0.75,0.4,0.45,-0.28607635,0.28607635,10.06327868,10.28974732,0.056785,-0.056785
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:47,1,4,26,0,0,2,1,0,30,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125,1,1,1,1,0,0,1,1,0,0,0,0,0.5,0.4,0,-0.3246475,0.3246475,11.42746524,11.24668476,0.019343,-0.019343
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:08,1,4,27,0,0,2,1,0,40,2,1,2,13,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126,0,1,0,2,0,0,1,1,0,0,0,0,0.9,0.4,0,-0.4590487,0.4590487,6.393457501,16.6680585,-0.466884,0.466884
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:49,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116,0,1,1,2,0,0,1,1,0,0,0,0,0.9,0.8,0.45,0.4931228,-0.4931228,17.19818345,4.264472546,-0.257815,0.257815
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:25,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129,0,1,1,2,0,0,1,1,0,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,13.53811074,9.858303263,-0.257815,0.257815
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:50,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110,0,1,1,2,0,0,1,0,0,0,0,0,0.4,0.4,0.45,0.1684753,-0.1684753,10.57086539,9.601594615,-0.44754,0.44754
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:19:20,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113,0,1,1,2,0,0,2,0,0,0,0,0,0.4,0.4,0.45,0.1684753,-0.1684753,11.01497885,9.595779146,-0.636799,0.636799
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:03,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104,0,1,1,2,0,0,1,0,0,0,0,0,0.4,0.4,0.85,0.0595225,-0.0595225,11.52027638,7.465387622,-0.44754,0.44754
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:55,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111,0,1,1,2,0,0,2,0,0,0,0,0,0.65,0.8,0.85,0.30016925,-0.30016925,11.438064,8.811561998,-0.636799,0.636799
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:21:27,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97,0,0,1,1,0,0,2,0,0,0,0,0,0.5,0.8,0.85,0.2497688,-0.2497688,7.366180102,10.6657219,-0.384403,0.384403
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:22:19,1,5,35,0,0,2,2,AD,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114,0,0,1,0,0,0,2,0,0,0,0,0,0.5,0.4,0.85,0.0931228,-0.0931228,11.69048526,8.997438738,-0.169449,0.169449
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110,0,0,0,0,0,0,2,0,0,0,0,0,0.9,0.8,0.45,-0.4931228,0.4931228,9.395487719,10.57017228,-0.378518,0.378518
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:53,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90,0,0,0,0,0,0,2,1,0,0,0,0,0.75,0.4,0.45,-0.28607635,0.28607635,9.246533095,7.624806905,-0.188793,0.188793
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:05,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125,0,0,0,0,0,0,2,1,0,0,0,0,0.5,0.4,0.85,-0.0931228,0.0931228,10.76157667,11.91257333,-0.188793,0.188793
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:30,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127,0,0,0,0,0,0,1,1,0,0,0,0,0.65,0.4,0.45,-0.25247605,0.25247605,11.54531637,11.48996563,0.000466,-0.000466
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:56,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111,0,0,0,0,0,0,1,1,0,0,0,0,0.75,0.4,0.45,-0.28607635,0.28607635,10.01054698,10.13567902,0.000466,-0.000466
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107,0,0,1,0,0,0,0,1,0,0,0,0,0.75,0.4,0.45,0.28607635,-0.28607635,10.13845234,10.11270966,0.398794,-0.398794
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:28:37,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120,0,0,1,0,0,0,0,2,0,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,15.25925082,6.718869182,0.588519,-0.588519
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:06,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115,0,0,2,0,0,0,0,2,0,0,0,0,0.9,0.8,0.45,0.4931228,-0.4931228,12.75842421,8.316865792,0.797588,-0.797588
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:32,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104,0,0,2,0,0,0,0,2,0,0,0,0,0.75,0.4,0.85,0.17712355,-0.17712355,10.32549776,9.073766236,0.797588,-0.797588
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:30:17,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101,0,0,2,0,0,0,0,1,0,0,0,0,0.65,0.4,0.85,0.14352325,-0.14352325,7.210296395,11.54386961,0.607863,-0.607863
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132,0,0,2,0,0,0,0,1,0,0,0,0,0.5,0.8,0.85,-0.2497688,0.2497688,11.6380275,12.3000845,0.607863,-0.607863
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:57,1,8,47,0,0,4,3,0,15,2,2,1,24,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,,0,0,2,0,0,1,0,2,0,0,0,0,0.9,0.8,0,-0.6156947,0.6156947,,,0.811283,-0.811283
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:33,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130,0,1,2,1,0,1,0,2,0,0,0,0,0.5,0.8,0,-0.4812935,0.4812935,11.56366802,12.01331198,0.558887,-0.558887
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:58,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101,0,1,1,1,0,1,0,3,0,0,0,0,0.75,0.4,0.85,-0.17712355,0.17712355,10.06649705,8.791068954,0.539543,-0.539543
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:34:46,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106,0,1,2,1,0,1,0,2,0,0,0,0,0.65,0.4,0.85,-0.14352325,0.14352325,8.392810753,12.40158525,0.558887,-0.558887
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:36:02,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106,0,1,1,1,0,1,0,3,1,0,0,0,0.65,0.4,0.45,-0.25247605,0.25247605,5.847816414,13.91257959,0.54414,-0.54414
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115,0,1,1,1,0,1,0,3,1,0,0,0,0.75,0.4,0.85,0.17712355,-0.17712355,11.11001523,9.758474774,0.54414,-0.54414
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:44,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100,0,1,1,1,0,1,0,3,1,0,0,0,0.75,0.4,0.85,0.17712355,-0.17712355,10.12072576,8.142674244,0.54414,-0.54414
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:26,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122,0,1,1,1,0,1,0,3,1,0,0,0,0.4,0.4,0.85,0.0595225,-0.0595225,11.98180008,10.15065192,0.54414,-0.54414
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:54,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115,0,1,1,1,0,0,0,2,1,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,10.84744455,10.33124545,0.34072,-0.34072
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:39:29,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129,0,0,1,0,0,0,0,2,1,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,12.1108526,11.4923614,0.593116,-0.593116
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:01,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113,0,0,1,0,0,0,1,1,1,0,0,0,0.75,0.4,0,0.40864825,-0.40864825,9.957827768,10.65293023,0.214132,-0.214132
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:33,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114,0,0,0,0,0,0,1,1,1,0,0,0,0.75,0.4,0.85,0.17712355,-0.17712355,10.55684484,10.75147917,0.005063,-0.005063
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:41:23,1,9,59,0,0,5,3,AD,40,1,2,2,31,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88,0,0,0,1,0,0,1,0,0,0,0,0,0.75,0.4,0.45,0.28607635,-0.28607635,9.123494028,7.179913972,-0.404213,0.404213
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:42:31,1,9,60,0,0,5,3,40,40,1,1,2,31,29,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123,0,0,0,2,0,0,1,0,0,0,0,0,0.4,0.4,0.85,0.0595225,-0.0595225,12.53154675,10.29847125,-0.619167,0.619167
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:43:18,1,9,61,0,0,5,3,40,AD,1,1,1,32,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121,0,0,1,2,0,0,1,0,0,0,0,1,0.4,0.4,0.45,0.1684753,-0.1684753,15.86246235,6.709823652,-0.381481,0.381481
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:43:59,1,9,62,0,0,5,3,40,40,1,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130,0,0,1,2,0,0,1,0,0,0,0,1,0.5,0.4,0.45,0.2020756,-0.2020756,12.28417433,11.29280567,-0.381481,0.381481
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:44:29,1,9,63,0,0,5,3,AD,40,1,1,1,34,29,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132,0,0,1,2,0,0,1,1,0,0,0,1,0.75,0.4,0.45,0.28607635,-0.28607635,13.73358357,10.41132843,-0.191756,0.191756
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:47:04,2,1,64,1,0,0,0,0,0,2,1,2,34,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123,0,1,1,3,0,0,1,1,0,0,0,1,0.5,0.4,0,-0.3246475,0.3246475,10.84779719,11.46522081,-0.444152,0.444152
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:47:27,2,1,65,1,0,0,0,0,15,2,1,2,34,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117,0,2,1,4,0,0,0,1,0,0,0,1,0.5,0.4,0,-0.3246475,0.3246475,10.61898018,10.61064182,-0.507289,0.507289
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:47:52,2,1,66,1,0,0,0,0,30,2,1,2,34,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123,0,2,1,4,0,0,0,1,0,0,0,1,0.65,0.4,0.45,-0.25247605,0.25247605,11.31750845,10.99550956,-0.507289,0.507289
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:48:17,2,1,67,1,0,0,0,0,40,2,1,2,34,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122,0,2,1,3,0,0,0,1,0,0,0,1,0.5,0.8,0.45,-0.3587216,0.3587216,10.0003725,12.1320795,-0.292335,0.292335
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:49:17,2,2,68,1,0,0,1,0,0,1,1,1,35,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127,1,2,2,2,0,0,0,1,0,0,0,1,0.5,0.4,0,0.3246475,-0.3246475,11.6170258,11.4182562,0.193892,-0.193892
