match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_ace_sum,p2_ace_sum,p1_winner_sum,p2_winner_sum,p1_double_fault_sum,p2_double_fault_sum,p1_unf_err_sum,p2_unf_err_sum,p1_break_pt_won_sum,p2_break_pt_won_sum,p1_break_pt_missed_sum,p2_break_pt_missed_sum,serve_width_score,serve_depth_score,return_depth_score,p1_Psychological_Factor,p2_Psychological_Factor,p1_Physical_Factor,p2_Physical_Factor,p1_skill_factors,p2_skill_factors,p1_server_factors,p2_server_factors
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:10:45,1,2,18,0,0,1,0,40,AD,2,1,2,9,9,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116,0,1,0,3,0,0,0,1,0,0,0,0,0.5,0.4,0.45,-0.407157862,0.407404,23.82358671,22.44813929,-0.194686416,0.190298684,-1.002578273,0.997421727
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:24,1,3,19,0,0,1,1,0,0,1,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126,1,0,1,2,0,0,0,1,0,0,0,0,0.5,0.8,0,0.02007383,-0.024581,24.9538504,24.8081276,0.415924767,-0.407629433,0.985033281,-1.014966719
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:47,1,3,20,0,0,1,1,15,0,1,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127,1,0,1,2,0,0,0,1,0,0,0,0,0.9,0.8,0.85,0.030562701,-0.024581,31.631542,19.406796,0.347663965,-0.354577135,1.003238656,-0.996761344
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:17,1,3,21,0,0,1,1,30,0,1,1,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114,1,0,1,2,0,0,0,0,0,0,0,0,0.75,0.4,0.85,-0.121764321,0.116368,23.97085229,21.29371171,0.199558892,-0.188805708,1.093071007,-0.906928993
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:44,1,3,22,0,0,1,1,30,15,1,1,1,12,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127,1,0,1,1,0,0,0,1,0,0,0,0,0.65,0.4,0.45,0.19039201,-0.181227,23.24403903,28.67747497,0.27162573,-0.26021027,0.968596833,-1.031403167
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:13:26,1,3,23,0,0,1,1,40,15,1,2,1,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103,1,0,1,1,0,0,0,1,0,0,0,0,0.4,0.4,0.85,0.18213053,-0.181227,20.6535426,20.0652034,0.013458161,-0.032254339,0.464909681,-0.405322319
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:15:31,1,4,24,0,0,2,1,0,0,2,2,2,13,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107,1,0,1,1,0,0,1,1,0,0,0,0,0.4,0.4,0.45,0.031437034,-0.033593,21.919574,20.813496,-0.143495192,0.143589308,-0.432466643,0.437765357
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:15,1,4,25,0,0,2,1,0,15,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111,1,0,1,1,0,0,1,1,0,0,0,0,0.75,0.4,0.45,0.041886168,-0.033593,22.00828473,22.29752127,-0.316342121,0.313394479,-1.009200854,0.990799146
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:47,1,4,26,0,0,2,1,0,30,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125,1,1,1,1,0,0,1,1,0,0,0,0,0.5,0.4,0,-0.043836595,0.044822,24.7537806,24.6150134,-0.328544957,0.327983643,-1.005679668,0.994320332
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:08,1,4,27,0,0,2,1,0,40,2,1,2,13,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126,0,1,0,2,0,0,1,1,0,0,0,0,0.9,0.4,0,-0.398557169,0.398392,20.90198982,29.30157618,-0.53289832,0.51523268,-1.009155199,0.990844801
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:49,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116,0,1,1,2,0,0,1,1,0,0,0,0,0.9,0.8,0.45,-0.279308212,0.277886,28.4976106,18.2157034,0.4658861,-0.477727,1.094175984,-0.905824016
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:25,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129,0,1,1,2,0,0,1,1,0,0,0,0,0.5,0.4,0.45,-0.269368164,0.277886,26.93373027,24.00779973,0.190080214,-0.194904886,1.006964102,-0.993035898
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:50,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110,0,1,1,2,0,0,1,0,0,0,0,0,0.4,0.4,0.45,-0.416913888,0.418835,22.30268612,21.60993588,0.150064233,-0.137020267,0.949333358,-1.050666642
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:19:20,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113,0,1,1,2,0,0,2,0,0,0,0,0,0.4,0.4,0.45,-0.571944799,0.566469,22.98569746,21.88568254,0.136918084,-0.150166416,0.368774934,-0.501457066
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:03,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104,0,1,1,2,0,0,1,0,0,0,0,0,0.4,0.4,0.85,-0.420979224,0.418835,22.2648046,19.0679194,0.013815879,-0.031896621,0.522045384,-0.348186616
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:55,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111,0,1,1,2,0,0,2,0,0,0,0,0,0.65,0.8,0.85,-0.561687518,0.566469,23.06586835,21.01914365,0.224765364,-0.232724236,0.981563605,-1.018436395
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:21:27,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97,0,0,1,1,0,0,2,0,0,0,0,0,0.5,0.8,0.85,-0.338448016,0.331408,18.18519896,21.05761904,0.150493148,-0.160145552,0.448404836,-0.421827164
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:22:19,1,5,35,0,0,2,2,AD,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114,0,0,1,0,0,0,2,0,0,0,0,0,0.5,0.4,0.85,-0.177504782,0.174762,23.5792946,21.4644754,0.06686387,-0.07674923,0.904089025,-1.095910975
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110,0,0,0,0,0,0,2,0,0,0,0,0,0.9,0.8,0.45,-0.288317278,0.295268,21.23552471,22.23550929,-0.476569247,0.467043853,-1.007176769,0.992823231
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:53,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90,0,0,0,0,0,0,2,1,0,0,0,0,0.75,0.4,0.45,-0.163227837,0.154319,18.90263893,17.80868507,-0.31549249,0.31424411,-0.440936311,0.429295689
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:05,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125,0,0,0,0,0,0,2,1,0,0,0,0,0.5,0.4,0.85,-0.145840908,0.154319,24.19749337,25.17130063,-0.077966116,0.065646984,-1.009594446,0.990405554
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:30,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127,0,0,0,0,0,0,1,1,0,0,0,0,0.65,0.4,0.45,-0.003847213,0.006685,25.09019452,25.06496748,-0.256022581,0.275813419,-1.000556097,0.999443903
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:56,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111,0,0,0,0,0,0,1,1,0,0,0,0,0.75,0.4,0.45,-0.010171839,0.006685,21.86371466,22.00050334,-0.308503085,0.321233515,-0.42968507,0.44054693
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107,0,0,1,0,0,0,0,1,0,0,0,0,0.75,0.4,0.45,0.254241028,-0.261455,21.91623956,22.14159444,0.317370717,-0.312365883,0.358404917,-0.511827083
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:28:37,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120,0,0,1,0,0,0,0,2,0,0,0,0,0.5,0.4,0.45,0.396426674,-0.402404,27.31785607,20.52660593,0.199180775,-0.185804325,1.079462887,-0.920537113
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:06,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115,0,0,2,0,0,0,0,2,0,0,0,0,0.9,0.8,0.45,0.529629996,-0.52291,24.70111151,21.17743049,0.473659709,-0.469953391,1.038660762,-0.961339238
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:32,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104,0,0,2,0,0,0,0,2,0,0,0,0,0.75,0.4,0.85,0.516339027,-0.52291,21.5458757,20.6700243,0.199820182,-0.188544418,0.357114098,-0.513117902
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:30:17,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101,0,0,2,0,0,0,0,1,0,0,0,0,0.65,0.4,0.85,0.380332954,-0.381961,18.55274856,22.26280544,0.146566667,-0.143897333,0.434548705,-0.435683295
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132,0,0,2,0,0,0,0,1,0,0,0,0,0.5,0.8,0.85,0.374525992,-0.381961,25.77343264,26.34764936,-0.15258498,0.15805372,-0.995976166,1.004023834
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:57,1,8,47,0,0,4,3,0,15,2,2,1,24,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,,0,0,2,0,0,1,0,2,0,0,0,0,0.9,0.8,0,0.575508092,-0.572419,,,-0.606145496,0.609011104,-0.431217342,0.439014658
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:33,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130,0,1,2,1,0,1,0,2,0,0,0,0,0.5,0.8,0,0.336717921,-0.337358,25.48158433,25.85312967,-0.416343744,0.407210456,-1.006118721,0.993881279
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:58,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101,0,1,1,1,0,1,0,3,0,0,0,0,0.75,0.4,0.85,0.363386912,-0.357801,20.96647508,20.06987292,-0.195759661,0.192604939,-0.434337622,0.435894378
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:34:46,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106,0,1,2,1,0,1,0,2,0,0,0,0,0.65,0.4,0.85,0.346699214,-0.337358,20.77256161,24.43764639,-0.148304969,0.142159031,-0.425502643,0.444729357
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:36:02,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106,0,1,1,1,0,1,0,3,1,0,0,0,0.65,0.4,0.45,0.38874572,-0.38658,18.15446567,24.84780233,-0.259196694,0.272639306,-0.432598678,0.437633322
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115,0,1,1,1,0,1,0,3,1,0,0,0,0.75,0.4,0.85,0.380666916,-0.38658,23.2494526,22.1875014,0.189285989,-0.199078611,0.973814909,-1.026185091
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:44,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100,0,1,1,1,0,1,0,3,1,0,0,0,0.75,0.4,0.85,0.381496245,-0.38658,20.65481143,19.10517657,0.200594832,-0.187769768,0.477113964,-0.393118036
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:26,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122,0,1,1,1,0,1,0,3,1,0,0,0,0.4,0.4,0.85,0.395585915,-0.38658,24.81509523,23.37414677,0.018515221,-0.027197279,0.945521825,-1.054478175
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:54,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115,0,1,1,1,0,0,0,2,1,0,0,0,0.5,0.4,0.45,0.202789987,-0.196122,23.21517138,22.88416462,0.186087606,-0.198897494,0.967660915,-1.032339085
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:39:29,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129,0,0,1,0,0,0,0,2,1,0,0,0,0.5,0.4,0.45,0.433556108,-0.431183,25.89928666,25.48383134,0.191388534,-0.193596566,0.991187053,-1.008812947
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:01,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113,0,0,1,0,0,0,1,1,1,0,0,0,0.75,0.4,0,0.15159902,-0.1426,22.12301551,22.74836449,0.449584095,-0.451696005,1.084851204,-0.915148796
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:33,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114,0,0,0,0,0,0,1,1,1,0,0,0,0.75,0.4,0.85,0.0213157,-0.022094,22.99313306,23.37540094,0.191690346,-0.196674254,0.92335652,-1.07664348
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:41:23,1,9,59,0,0,5,3,AD,40,1,2,2,31,28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88,0,0,0,1,0,0,1,0,0,0,0,0,0.75,0.4,0.45,-0.309287869,0.30428,18.46317326,17.02019474,0.323174999,-0.306561601,0.516363704,-0.353868296
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:42:31,1,9,60,0,0,5,3,40,40,1,1,2,31,29,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123,0,0,0,2,0,0,1,0,0,0,0,0,0.4,0.4,0.85,-0.459631846,0.460926,25.66170173,24.02469427,0.017779563,-0.027932937,1.022501602,-0.977498398
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:43:18,1,9,61,0,0,5,3,40,AD,1,1,1,32,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121,0,0,1,2,0,0,1,0,0,0,0,1,0.4,0.4,0.45,-0.284859894,0.279303,28.17026831,20.95055369,0.139038524,-0.148045976,1.043678241,-0.956321759
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:43:59,1,9,62,0,0,5,3,40,40,1,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130,0,0,1,2,0,0,1,0,0,0,0,1,0.5,0.4,0.45,-0.282828986,0.279303,26.05806078,25.27665322,0.191707001,-0.193278099,0.974582906,-1.025417094
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:44:29,1,9,63,0,0,5,3,AD,40,1,1,1,34,29,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132,0,0,1,2,0,0,1,1,0,0,0,1,0.75,0.4,0.45,-0.130698846,0.138354,27.55642712,25.00624288,0.308610195,-0.321126405,1.085495386,-0.914504614
