match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_ace_sum,p2_ace_sum,p1_winner_sum,p2_winner_sum,p1_double_fault_sum,p2_double_fault_sum,p1_unf_err_sum,p2_unf_err_sum,p1_break_pt_won_sum,p2_break_pt_won_sum,p1_break_pt_missed_sum,p2_break_pt_missed_sum,serve_width_score,serve_depth_score,return_depth_score,p1_Psychological_Factor,p2_Psychological_Factor,p1_Physical_Factor,p2_Physical_Factor,p1_skill_factors,p2_skill_factors,p1_server_factors,p2_server_factors,p1_momentum,p2_momentum
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:08:02,1,2,11,0,0,0,1,0,0,1,1,2,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.54,10.329,2,123,0,0,0,1,0,0,2,1,0,0,1,0,0.75,0.4,0.45,0.398828795,0.602537476,0.572682032,0.428471568,0.755292931,0.245067667,0.947968467,0.042735245,0.616384983,0.331880517
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:08:28,1,2,12,0,0,0,1,0,15,1,1,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.819,20.001,6,119,0,0,0,2,0,0,2,1,0,0,1,0,0.5,0.4,0.45,0.332034411,0.668527696,0.558854384,0.430036919,0.653096239,0.34112293,0.916791431,0.011558345,0.636244594,0.340631719
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:09:22,1,2,13,0,0,0,1,0,30,1,2,2,4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.482,23.589,6,107,0,0,0,2,0,0,3,0,0,0,1,0,0.65,0.4,0.85,0.209619492,0.790098982,0.510624082,0.389379769,0.62172909,0.386318051,0.677055096,0.307265083,0.51985499,0.482812387
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:10:25,1,2,14,0,0,0,1,0,40,1,1,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.876,15.338,3,121,0,0,0,2,0,0,3,0,0,0,0,1,0.5,0.8,0.45,0.260543778,0.735578252,0.572861629,0.416996389,0.724069698,0.276803278,0.976998201,0.071764851,0.616358328,0.391896475
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:10:57,1,2,15,0,0,0,1,15,40,1,1,1,6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.638,7.393,3,128,0,0,1,1,0,0,3,0,0,0,0,2,0.4,0.4,0.45,0.404846957,0.593075758,0.56086679,0.485154724,0.617660957,0.384987709,0.944650354,0.039417146,0.65309874,0.402163261
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:11:29,1,2,16,0,0,0,1,30,40,1,2,2,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21.88,18.532,4,101,0,0,1,1,0,0,3,0,0,1,0,2,0.75,0.4,0.85,0.397422759,0.603369905,0.450849814,0.39973814,0.652074071,0.337363643,0.652691725,0.282901818,0.599113614,0.344880031
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:12:45,1,3,17,0,0,0,2,0,0,2,1,2,6,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20.078,18.607,5,122,0,0,1,1,0,0,3,0,0,1,0,2,0.5,0.4,0.85,0.398149291,0.603369905,0.538672565,0.471503068,0.438358417,0.554555855,0.003222932,0.993753055,0.310297177,0.594668642
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:13:23,1,3,18,0,0,0,2,0,15,2,2,1,7,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.805,34.701,8,107,0,0,1,1,0,0,3,1,0,1,0,2,0.5,0.4,0.85,0.455658817,0.543992356,0.534227453,0.372044139,0.445274751,0.561471274,0.276054059,0.731140965,0.369924275,0.459751175
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:14:24,1,3,19,0,0,0,2,15,15,2,2,1,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.981,29.821,8,85,0,0,1,1,0,0,2,1,0,1,0,2,0.5,0.4,0.85,0.514631653,0.48179862,0.412037073,0.334903085,0.44500761,0.561204169,0.271124447,0.726211374,0.376666081,0.505331246
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:15:30,1,3,20,0,0,0,2,30,15,2,2,2,8,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,93.364,89.698,21,88,0,0,1,0,0,0,2,1,0,1,0,2,0.75,0.4,0.45,0.578518942,0.4158084,0.453012261,0.370269934,0.242018123,0.751981153,0.273862806,0.728949722,0.446771124,0.533469142
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:17:03,1,3,21,0,0,0,2,30,30,2,1,2,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48.241,32.83,5,121,0,0,1,0,0,0,1,1,0,1,0,2,0.5,0.4,0.45,0.644937384,0.353614663,0.453037324,0.55850189,0.34982105,0.661531384,0.007101871,0.997631977,0.272845586,0.678685124
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:18:02,1,3,22,0,0,0,2,30,40,2,1,2,8,14,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669,0.492,1,121,0,1,1,1,0,0,1,1,0,1,0,1,0.5,0.4,0,0.522641163,0.478385492,0.530949601,0.454608215,0.234442153,0.76610658,0.007187746,0.997717852,0.200967877,0.643337397
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:19:49,1,4,23,0,0,0,3,0,0,1,1,2,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.278,14.266,2,108,0,1,0,1,0,0,1,1,0,1,0,0,0.9,0.8,0.85,0.439175756,0.554897766,0.503345061,0.387671684,0.778383481,0.209429562,0.94390266,0.038669455,0.731722505,0.322712187
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:20:15,1,4,24,0,0,0,3,0,15,1,1,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783,7.056,1,128,0,1,0,1,0,0,1,1,0,0,0,0,0.75,0.4,0.45,0.455710819,0.544603619,0.584480002,0.45019964,0.74925635,0.239031884,0.959776058,0.054542784,0.671595081,0.403122985
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:20:38,1,4,25,0,0,0,3,15,15,1,1,2,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.865,26.119,6,128,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.4,0.85,0.516689414,0.482409882,0.543565491,0.517521723,0.561465705,0.4450057,0.915595485,0.010362405,0.605230417,0.461510164
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:21:15,1,4,26,0,0,0,3,15,30,1,1,2,9,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.744,38.992,8,117,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.4,0.85,0.397001887,0.603981168,0.609500678,0.367073778,0.559942243,0.443482439,0.964710809,0.059477513,0.749985852,0.4575254
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:21:55,1,4,27,0,0,0,3,15,40,1,2,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.367,12.258,3,110,0,1,0,1,0,0,1,0,0,0,0,1,0.65,0.8,0.85,0.417324775,0.578234425,0.499109449,0.412443035,0.685709736,0.315006512,0.715983368,0.346193183,0.611094131,0.323481664
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:22:36,1,4,28,0,0,0,3,30,40,1,1,1,11,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.683,5.84,1,128,0,1,1,1,0,0,1,0,0,0,0,2,0.75,0.8,0.45,0.498834326,0.501722151,0.55899701,0.478421162,0.826948118,0.181429654,0.91454566,0.009312584,0.74771543,0.334332569
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:23:16,1,4,29,0,0,0,3,40,40,1,2,2,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.456,41.723,10,98,0,1,1,1,0,0,1,0,0,0,0,2,0.5,0.4,0.45,0.492592404,0.501722151,0.516355847,0.330087704,0.65775457,0.345780644,0.656777489,0.286987564,0.518915984,0.462618659
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:24:11,1,4,30,0,0,0,3,40,AD,1,2,2,11,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11.067,10.59,2,95,0,0,1,0,0,0,1,0,0,1,0,2,0.75,0.4,0.45,0.582234153,0.412992212,0.441396863,0.354367414,0.749740642,0.239516112,0.729455462,0.359665219,0.664590445,0.259197696
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:25:06,1,5,31,0,0,0,4,0,0,2,1,2,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.873,3.741,1,108,0,0,1,0,0,0,1,0,0,1,0,2,0.9,0.8,0.85,0.588684605,0.412992212,0.473713646,0.4160853,0.222356976,0.791048207,0.006837176,0.997367283,0.347357444,0.744380363
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:25:28,1,5,32,0,0,0,4,0,15,2,1,2,11,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.029,12.57,3,126,0,0,1,0,0,0,2,0,0,1,0,2,0.9,0.8,0.85,0.52471509,0.475185948,0.553666002,0.477450924,0.21417897,0.782871283,0.007930872,0.998460974,0.374769057,0.755864397
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:25:57,1,5,33,0,0,0,4,0,30,2,1,1,12,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.896,16.397,4,111,0,0,2,0,0,0,2,0,0,1,0,2,0.75,0.4,0.45,0.572875122,0.424420417,0.521568181,0.399812125,0.248648826,0.758610979,0.005540599,0.996070712,0.399458618,0.639289253
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:26:33,1,5,34,0,0,0,4,15,30,2,1,2,12,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.566,27.069,5,125,0,0,2,0,0,0,2,0,0,1,0,2,0.9,0.8,0.85,0.57452019,0.424420417,0.563319989,0.467724539,0.216129047,0.784821102,0.004124243,0.994654362,0.371899153,0.589515168
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:27:10,1,5,35,0,0,0,4,15,40,2,1,2,12,23,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.297,10.323,3,121,0,0,2,1,0,0,2,0,0,1,0,1,0.5,0.4,0,0.479115279,0.51615738,0.513930262,0.482260815,0.23755131,0.769215326,0.000985983,0.991516115,0.364891305,0.747257181
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:28:47,1,6,36,0,0,0,5,0,0,1,1,1,13,23,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.156,12.607,3,129,0,0,2,1,0,0,2,0,0,1,0,0,0.5,0.4,0,0.457347309,0.541904122,0.588234766,0.462684858,0.769340363,0.237412845,0.930115551,0.024882406,0.617683839,0.364351609
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:29:15,1,6,37,0,0,0,5,15,0,1,1,1,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.453,10.305,1,131,0,0,2,1,0,0,2,0,0,1,0,0,0.9,0.8,0.85,0.457988142,0.541904122,0.57489528,0.484332015,0.788692839,0.219737556,0.977274766,0.072041415,0.706457534,0.353588057
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:29:37,1,6,38,0,0,0,5,30,0,1,2,2,14,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.807,10.082,2,103,0,0,2,1,0,0,3,0,0,0,0,0,0.4,0.4,0.45,0.406563786,0.593803712,0.492569343,0.360409364,0.617791014,0.385117749,0.700992564,0.331202445,0.62024051,0.374323586
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:30:55,1,6,40,0,0,0,5,30,30,1,1,1,15,25,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,33.492,57.879,9,130,0,0,3,1,1,0,3,0,0,0,0,0,0.65,0.4,0.85,0.43390953,0.562959184,0.74228851,0.326327772,0.620070079,0.38465926,0.97795913,0.072725776,0.78161071,0.260561771
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:31:36,1,6,41,0,0,0,5,40,30,1,1,1,16,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.193,17.993,5,118,0,0,3,1,1,0,3,0,0,0,0,0,0.5,0.4,0.85,0.437590793,0.562959184,0.544404259,0.433798577,0.55006945,0.433610952,0.914247729,0.009014654,0.54254039,0.350059593
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:32:28,1,7,42,0,0,1,5,0,0,2,1,2,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.957,36.872,9,117,0,0,3,1,1,0,2,0,0,0,0,0,0.5,0.4,0.85,0.493794787,0.500765447,0.57222212,0.412760616,0.440268263,0.556465449,0.000262877,0.990793013,0.278036105,0.695432782
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:33:11,1,7,43,0,0,1,5,0,15,2,2,2,16,27,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.491,10.737,3,110,0,0,3,0,1,0,2,0,0,0,0,0,0.5,0.4,0.45,0.559813216,0.434775227,0.513180983,0.396859304,0.345846637,0.657557496,0.272300838,0.72738776,0.365008623,0.60390007
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:33:55,1,7,44,0,0,1,5,0,30,2,1,2,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.404,3.146,1,120,0,0,2,0,1,0,2,0,0,0,0,0,0.5,0.4,0.45,0.508720843,0.485540759,0.521400047,0.457344801,0.338004781,0.649716678,0.004096764,0.994626884,0.40159416,0.703052192
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:34:19,1,7,45,0,0,1,5,0,40,2,1,2,16,29,2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.498,14.462,5,125,0,0,2,1,1,0,2,0,0,0,0,0,0.9,0.8,0.45,0.44889114,0.551530978,0.563249531,0.467802569,0.117400387,0.881606685,0.00243642,0.992966547,0.226710054,0.718206425
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:36:28,2,1,46,0,1,0,0,0,0,1,1,1,17,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24.951,17.213,3,114,0,0,2,1,1,0,1,0,0,0,0,0,0.9,0.8,0.45,0.506110204,0.489337242,0.467688248,0.478597756,0.887871129,0.123401544,0.930334182,0.025101037,0.778568831,0.24357447
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:36:58,2,1,47,0,1,0,0,15,0,1,1,2,17,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,34.923,42.752,6,129,0,0,2,1,0,0,0,0,0,0,0,0,0.9,0.4,0.45,0.594702314,0.407222501,0.627923837,0.431937018,0.815458595,0.18628231,0.905685405,0.000452368,0.720004933,0.188037386
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:37:34,2,1,48,0,1,0,0,15,15,1,1,1,18,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19.28,18.009,5,126,0,0,1,1,0,0,0,0,0,0,0,0,0.65,0.8,0.45,0.53688068,0.457988033,0.553917037,0.48597719,0.777002049,0.210785566,0.925432216,0.020199093,0.733503433,0.287871291
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:38:07,2,1,49,0,1,0,0,30,15,1,1,1,19,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.36,5.703,1,117,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0.4,0.45,0.489501996,0.508753564,0.521172675,0.434078978,0.807937717,0.178762427,0.946075952,0.040842738,0.620834573,0.18905826
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:38:34,2,1,50,0,1,0,0,40,15,1,1,1,20,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.236,8.897,1,126,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0.45,0.491618551,0.508753564,0.549582876,0.473168565,0.612465549,0.379792989,0.985248896,0.08001551,0.764691119,0.271536075
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:40:32,2,2,52,0,1,1,0,15,0,2,2,1,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.745,25.107,6,94,0,0,0,1,0,1,0,1,0,0,0,0,0.65,0.4,0.45,0.570571943,0.428519372,0.478770374,0.322746904,0.284645682,0.715307699,0.277120757,0.732207658,0.42095856,0.639278106
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:41:29,2,2,53,0,1,1,0,30,0,2,1,2,22,31,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.814,18.005,5,111,0,0,0,1,0,1,0,1,0,0,0,0,0.75,0.4,0.45,0.572962695,0.428519372,0.466915846,0.464739811,0.239228629,0.749192028,0.000831534,0.991361668,0.369471526,0.586689537
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:42:10,2,2,54,0,1,1,0,30,15,2,2,2,22,32,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33.497,30.332,9,107,0,0,0,2,0,1,0,1,0,0,0,0,0.5,0.4,0.85,0.50331432,0.494509591,0.485851506,0.430020946,0.435824198,0.552021972,0.274373209,0.729460122,0.344195545,0.477040901
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:43:16,2,2,55,0,1,1,0,30,30,2,2,2,22,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.971,3.523,1,94,0,0,0,2,0,1,1,1,0,0,0,0,0.75,0.4,0.85,0.437860286,0.556703328,0.4344258,0.349846273,0.347174382,0.661622319,0.27421525,0.729302165,0.451668958,0.562902752
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:44:16,2,2,56,0,1,1,0,30,40,2,2,1,23,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.076,43.824,10,86,0,0,1,2,0,1,1,1,0,0,0,0,0.65,0.4,0.85,0.490480625,0.505937797,0.489559086,0.265693657,0.374422909,0.609571867,0.269502519,0.724589454,0.480069349,0.514099942
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:45:23,2,2,57,0,1,1,0,40,40,2,2,1,24,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.727,15.5,2,104,0,0,1,2,0,1,1,2,0,0,0,0,0.9,0.8,0.45,0.550923412,0.446560248,0.4697845,0.393481991,0.111501371,0.875708449,0.269124927,0.724211863,0.368769915,0.712755388
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:46:38,2,2,58,0,1,1,0,AD,40,2,1,2,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.052,6.806,1,118,0,0,1,2,0,1,1,2,0,0,1,0,0.4,0.4,0.85,0.518374756,0.475334235,0.521358393,0.441712512,0.48070042,0.517596883,0.006819428,0.997349535,0.405025008,0.530192449
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:47:10,2,2,59,0,1,1,0,40,40,2,1,1,25,34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31.842,31.118,8,113,0,0,1,2,0,0,1,2,0,0,1,0,0.9,0.4,0.45,0.501880041,0.496190879,0.520227184,0.434584208,0.190483576,0.819396485,0.005388412,0.995918525,0.29488751,0.683290278
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:48:01,2,2,60,0,1,1,0,AD,40,2,1,1,26,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,23.419,14.041,4,116,0,0,1,2,0,0,1,3,1,0,1,0,0.5,0.8,0.45,0.574224657,0.424689608,0.465983889,0.500565833,0.277277282,0.724280933,0.000778105,0.991308238,0.303176378,0.681325688
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:49:32,2,3,62,0,1,2,0,0,15,1,2,1,27,35,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22.24,23.472,7,93,0,0,2,0,1,0,2,3,1,0,1,0,0.65,0.4,0.45,0.673269046,0.324058378,0.457677118,0.342669876,0.712144233,0.28122005,0.655690921,0.285901001,0.55683194,0.307132983
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:50:22,2,3,63,0,1,2,0,15,15,1,1,1,28,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.345,65.676,19,125,0,0,3,0,1,0,1,3,1,0,1,0,0.65,0.4,0.45,0.789853562,0.21109911,0.568334968,0.523800569,0.718899355,0.28797428,0.99834517,0.093111727,0.861105017,0.281507218
