match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,serve_width_score,serve_depth_score,return_depth_score,p1_ace_sum,p2_ace_sum,p1_winner_sum,p2_winner_sum,p1_double_fault_sum,p2_double_fault_sum,p1_unf_err_sum,p2_unf_err_sum,p1_break_pt_won_sum,p2_break_pt_won_sum,p1_break_pt_missed_sum,p2_break_pt_missed_sum,p1_Psychological_Factor,p2_Psychological_Factor,p1_Physical_Factor,p2_Physical_Factor,p1_skill_factors,p2_skill_factors,p1_server_factors,p2_server_factors,p1_momentum,p2_momentum,p1_momentum_predict_lightGBM,p2_momentum_predict_lightGBM,p1_p2_momentum_predict_lightGBM_cha
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:05:14,1,3,11,0,0,1,1,0,15,2,1,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.624,14.392,3,110,BC,NCTL,ND,0.4,0.4,0.45,1,0,3,0,0,0,1,1,0,0,0,0,0.665413675,0.329964933,0.859508783,0.769575141,0.380089911,0.629122288,0.009359951,1,0.529708138,0.61833218,0.435065679,0.633161175,-0.198095496
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:05:38,1,3,12,0,0,1,1,0,30,2,2,1,6,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.065,6.48,0,0,BC,CTL,ND,0.4,0.8,0.45,1,0,2,0,0,1,1,2,0,0,0,0,0.650771437,0.346575665,0,0.0491843,0.30049326,0.70158403,0.545264984,0.452792187,0.462169411,0.484201711,0.479795789,0.555029437,-0.075233648
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:06:14,1,3,13,0,0,1,1,15,30,2,1,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.938,4.094,1,116,BW,NCTL,D,0.75,0.4,0.85,1,0,2,0,0,1,0,2,0,0,0,0,0.723714657,0.266704072,0.947212633,0.759984205,0.33810468,0.667201861,0.004659388,0.995298411,0.518974777,0.580570449,0.447899147,0.593958669,-0.146059522
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:06:34,1,3,14,0,0,1,1,15,40,2,1,2,6,8,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.153,15.455,5,112,BW,CTL,D,0.75,0.8,0.85,0,0,1,1,0,1,0,2,0,0,0,0,0.502603811,0.494601621,0.915062081,0.764363405,0.256183538,0.73732792,0.001872282,0.992510697,0.35101225,0.659619391,0.480538388,0.581660503,-0.101122115
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:08:22,1,4,15,0,0,1,2,0,0,1,2,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.245,17.1,4,81,BC,NCTL,ND,0.4,0.4,0.45,0,0,1,1,0,1,0,1,0,0,0,0,0.435732752,0.568537876,0.735157232,0.509584266,0.615244837,0.370422034,0.439740535,0.617074447,0.443491205,0.546680974,0.484028985,0.576474028,-0.092445043
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:08:57,1,4,16,0,0,1,2,0,15,1,2,2,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.109,15.309,4,79,B,NCTL,D,0.65,0.4,0.85,0,0,1,1,0,1,1,1,0,0,0,0,0.360449159,0.638142315,0.724392179,0.492931614,0.632088762,0.383108044,0.395627115,0.572951399,0.481820632,0.553938734,0.432964926,0.53678828,-0.103823354
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:09:45,1,4,17,0,0,1,2,0,30,1,1,2,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.88,22.124,6,93,BW,NCTL,D,0.75,0.4,0.85,0,0,0,1,0,1,1,1,0,0,0,0,0.251269744,0.738255466,0.773105214,0.645675468,0.664354757,0.339501454,0.923349339,0.017558992,0.57530965,0.470192076,0.610174801,0.52263735,0.087537451
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:10:14,1,4,18,0,0,1,2,0,40,1,2,2,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.364,12.612,2,82,W,CTL,D,0.9,0.8,0.85,0,0,0,1,0,1,1,1,0,1,0,0,0.234821183,0.75452494,0.741951434,0.502236037,0.791275806,0.200550058,0.424610381,0.601940991,0.585310111,0.635842678,0.562437342,0.591288575,-0.028851233
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:10:59,1,5,19,0,0,1,3,0,0,2,1,1,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.646,16.664,4,119,BC,NCTL,ND,0.4,0.4,0.45,0,0,0,1,0,1,1,1,0,1,0,0,0.237925551,0.757640655,0.934371561,0.830308693,0.373294639,0.6222943,0.002616472,0.993255049,0.38423273,0.834474777,0.548231479,0.67297354,-0.124742061
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:11:29,1,5,20,0,0,1,3,15,0,2,2,1,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.572,17.183,4,93,BW,NCTL,D,0.75,0.4,0.85,0,0,0,1,0,0,1,0,0,1,0,0,0.154798046,0.842701918,0.808526635,0.602366885,0.329576814,0.658632936,0.546770922,0.454298454,0.512669733,0.633179923,0.477357403,0.64287423,-0.165516827
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:12:14,1,5,21,0,0,1,3,30,0,2,2,1,9,12,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.528,33.007,6,95,BC,CTL,ND,0.4,0.8,0.45,0,0,1,1,0,0,1,0,0,1,0,0,0.250385391,0.744268683,0.834651675,0.62106657,0.301234753,0.702329093,0.549778207,0.457306396,0.557031306,0.547744483,0.529011132,0.633798416,-0.104787284
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:13:04,1,5,22,0,0,1,3,40,0,2,1,1,10,12,1,0,0,0,1,0,F,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.098,3.792,2,114,BC,NCTL,D,0.4,0.4,0.85,0,0,2,0,0,0,1,0,1,1,0,0,0.461418837,0.539704867,0.959338721,0.731995515,0.463815571,0.527420233,0.007435399,0.998075028,0.381880492,0.761639546,0.416572286,0.743956113,-0.327383827
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:14:37,1,6,23,0,0,2,3,0,0,1,1,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.681,6.406,1,105,C,NCTL,D,0.5,0.4,0.85,0,0,2,0,0,0,1,0,1,1,0,0,0.452036146,0.539231887,0.891336028,0.66568792,0.573551832,0.438331182,0.929275372,0.023486319,0.704258175,0.484168664,0.620630978,0.483479454,0.137151524
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:14:54,1,6,24,0,0,2,3,15,0,1,1,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.457,20.255,3,106,C,NCTL,D,0.5,0.4,0.85,0,0,2,0,0,0,0,0,1,1,0,0,0.534177347,0.467429054,0.886242999,0.6970535,0.561252592,0.425972725,0.98799012,0.08221388,0.670813904,0.35477663,0.671876701,0.416777683,0.255099018
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:15:19,1,6,25,0,0,2,3,30,0,1,2,1,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.879,11.319,3,86,BC,NCTL,ND,0.4,0.4,0.45,0,0,2,0,0,0,0,0,1,1,0,0,0.53034783,0.463101159,0.735378953,0.565639371,0.629191518,0.384435865,0.37445816,0.551777824,0.559812145,0.409413039,0.57614334,0.441621792,0.134521548
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:15:51,1,6,26,0,0,2,3,40,0,1,2,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.147,22.987,6,83,B,NCTL,ND,0.65,0.4,0.45,0,0,2,0,0,0,0,0,1,0,0,0,0.546450309,0.447058464,0.76293315,0.526942557,0.717796107,0.283397215,0.431914195,0.609246398,0.615872188,0.539004897,0.657756263,0.468502774,0.189253489
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:16:27,1,6,27,0,0,2,3,40,15,1,2,1,14,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,35.23,34.355,5,86,W,CTL,ND,0.9,0.8,0.45,0,0,2,0,0,0,0,0,1,0,0,0,0.541620972,0.448391593,0.710033906,0.600760572,0.884942986,0.108837388,0.440756939,0.618091072,0.61322132,0.48306013,0.666033046,0.465144182,0.200888864
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:17:28,1,7,28,0,0,3,3,0,0,2,2,2,14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.674,4.197,1,94,BC,NCTL,ND,0.4,0.4,0.45,0,0,2,0,0,0,1,0,1,0,0,0,0.469110961,0.520525349,0.796627403,0.60294392,0.383003563,0.63204997,0.545924,0.453451347,0.51345129,0.525359611,0.618583655,0.531131656,0.087451999
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:18:11,1,7,29,0,0,3,3,0,15,2,2,2,14,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.098,14.926,5,96,B,NCTL,D,0.65,0.4,0.85,0,0,1,0,0,0,2,0,1,0,0,0,0.29349058,0.701399423,0.82248022,0.636392317,0.368161957,0.621375919,0.548018004,0.455545809,0.479089938,0.500074116,0.489905555,0.495680491,-0.005774936
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:18:51,1,7,30,0,0,3,3,0,30,2,2,2,14,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22.116,12.523,3,95,BC,NCTL,ND,0.4,0.4,0.45,0,0,0,0,0,0,3,0,0,0,0,0,0.0922838,0.911043146,0.713650821,0.697592428,0.384702171,0.633756756,0.546680818,0.454208331,0.321048648,0.731103219,0.405272514,0.548620049,-0.143347535
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:19:45,1,7,31,0,0,3,3,0,40,2,2,2,14,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,3.431,1,96,BW,CTL,D,0.75,0.8,0.85,0,0,0,0,0,0,3,0,0,0,0,0,0.088376802,0.909713793,0.793686471,0.630733132,0.266150443,0.747342813,0.549584611,0.457112757,0.413940264,0.64399162,0.505902978,0.591571147,-0.085668169
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:21:35,1,8,32,0,0,3,4,0,0,1,1,1,15,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.873,5.637,1,108,C,CTL,D,0.5,0.8,0.85,1,0,1,0,0,0,3,0,0,0,0,0,0.236376265,0.754997393,0.906821571,0.691204825,0.641461926,0.354126617,0.976712753,0.070934052,0.777305265,0.476462708,0.617184812,0.581996922,0.03518789
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:21:50,1,8,33,0,0,3,4,15,0,1,2,1,16,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.631,5.531,1,89,C,NCTL,ND,0.5,0.4,0.45,1,0,1,0,0,0,3,1,0,0,0,0,0.312611158,0.68484025,0.768731986,0.562110834,0.664849638,0.34423773,0.374982777,0.552302556,0.453927318,0.589137333,0.478653916,0.560733312,-0.082079396
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:22:17,1,8,34,0,0,3,4,30,0,1,1,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.407,5.096,1,94,W,CTL,ND,0.9,0.8,0.45,1,0,1,0,0,0,3,1,0,0,0,0,0.306945808,0.682556082,0.797258202,0.602431375,0.887281176,0.111186836,0.958822557,0.053039952,0.688819374,0.400907752,0.624565992,0.546947169,0.077618823
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:22:33,1,8,35,0,0,3,4,40,0,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.212,3.347,1,106,BW,NCTL,ND,0.75,0.4,0.45,1,0,1,0,0,0,3,1,0,0,0,0,0.311287314,0.690761598,0.887717224,0.681328121,0.75495403,0.244706106,0.920756514,0.014965601,0.680759443,0.424919252,0.612270571,0.383013566,0.229257005
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:23:05,1,9,36,0,0,4,4,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.192,8.22,1,117,C,NCTL,ND,0.5,0.4,0.45,1,0,1,0,0,0,2,1,0,0,0,0,0.385686367,0.610891636,0.977039324,0.748448849,0.333808864,0.65864635,5.94E-05,0.990697419,0.361801857,0.715697452,0.488563267,0.601974946,-0.113411679
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:23:23,1,9,37,0,0,4,4,0,15,2,1,1,19,18,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.312,10.883,4,101,W,NCTL,D,0.9,0.4,0.85,1,0,2,0,0,0,1,1,0,0,0,0,0.557464558,0.428507697,0.858683248,0.663211436,0.280481155,0.723342802,0.005257675,0.995896829,0.475205603,0.613061371,0.452439259,0.695617714,-0.243178455
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:23:47,1,9,38,0,0,4,4,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.007,16.474,3,115,W,CTL,ND,0.9,0.8,0.45,1,0,2,0,0,0,0,1,0,0,0,0,0.639930499,0.35828453,0.921013033,0.783099953,0.107785935,0.888088562,0.001444883,0.992083205,0.393942523,0.759568921,0.464204563,0.69548343,-0.231278867
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:24:11,1,9,39,0,0,4,4,15,30,2,2,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.343,17.561,5,93,B,NCTL,ND,0.65,0.4,0.45,1,0,2,0,0,0,0,1,0,0,0,0,0.640450735,0.36033242,0.800009559,0.616551049,0.274471377,0.713065076,0.548911803,0.456439803,0.649832023,0.466766573,0.60208691,0.570741535,0.031345375
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:24:51,1,9,40,0,0,4,4,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.682,13.679,3,102,B,CTL,ND,0.65,0.8,0.45,0,0,1,0,0,0,1,1,0,0,0,0,0.412876736,0.577364498,0.872231789,0.657638847,0.210929865,0.801659257,0.546227192,0.453754606,0.589579625,0.541885824,0.547359629,0.650243887,-0.102884258
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:26:40,1,10,41,0,0,4,5,0,0,1,1,1,20,21,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26.706,32.122,9,103,BC,CTL,ND,0.4,0.8,0.45,0,0,2,0,0,0,1,0,0,0,0,0,0.444377206,0.552971973,0.919928933,0.675165735,0.698189521,0.301324446,0.941849911,0.036063601,0.751315253,0.410392205,0.57176179,0.477704576,0.094057214
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:27:15,1,10,42,0,0,4,5,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.503,10.146,3,102,BW,CTL,ND,0.75,0.8,0.45,0,0,2,0,0,0,1,0,0,0,0,0,0.446241893,0.545973073,0.863396392,0.664817896,0.827768076,0.165429103,0.945431548,0.039646021,0.674184334,0.251948189,0.646363431,0.316789365,0.329574066
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:27:35,1,10,43,0,0,4,5,30,0,1,1,1,22,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.558,22.908,5,102,BC,NCTL,D,0.4,0.4,0.85,0,0,2,0,0,0,1,1,0,0,0,0,0.513294454,0.474822565,0.9478822,0.610697942,0.527094983,0.467678595,0.98040163,0.074623735,0.793506276,0.34504526,0.754373091,0.420062578,0.334310513
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:27:57,1,10,44,0,0,4,5,40,0,1,2,1,23,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.441,12.394,3,81,BW,CTL,ND,0.75,0.8,0.45,0,0,2,0,0,0,1,1,0,0,0,0,0.513084976,0.473754647,0.699907705,0.530961895,0.824257966,0.161902093,0.380778233,0.558099276,0.514934623,0.495171854,0.550042877,0.436987143,0.113055734
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:28:44,1,11,45,0,0,5,5,0,0,2,2,1,24,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.431,37.823,10,103,C,CTL,D,0.5,0.8,0.85,0,0,1,0,0,0,1,2,0,0,0,0,0.487240274,0.510506176,0.529088628,1,0.356019602,0.647574822,0.54907184,0.456599874,0.449199937,0.697017522,0.510177788,0.621116824,-0.110939036
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:29:42,1,11,46,0,0,5,5,15,0,2,1,2,24,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958,1.14,1,115,W,CTL,,0.9,0.8,0,0,1,1,1,0,0,1,2,0,0,0,0,0.386117342,0.59951509,0.960620911,0.736389736,0.002028249,0.990881367,0.006028816,0.996668138,0.323106578,0.850497812,0.44110334,0.702237741,-0.261134401
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:30:05,1,11,47,0,0,5,5,15,15,2,1,1,25,22,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.289,11.738,4,109,BW,NCTL,ND,0.75,0.4,0.45,0,1,2,1,0,0,1,2,0,0,0,0,0.490475567,0.49718542,0.864910588,0.759749955,0.252070094,0.766583875,0.005427372,0.996066562,0.340939801,0.782898878,0.440189163,0.608729709,-0.168540546
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:30:35,1,11,48,0,0,5,5,30,15,2,1,1,26,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.077,10.961,2,114,C,NCTL,D,0.5,0.4,0.85,0,1,2,1,0,0,0,3,0,0,0,0,0.640519643,0.354581736,0.935978913,0.750976121,0.438115073,0.577623932,0.006341511,0.996980901,0.415341664,0.619968249,0.420419672,0.622947788,-0.202528116
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:31:02,1,11,49,0,0,5,5,40,15,2,1,1,27,22,1,0,0,0,1,0,B,0,0,0,0,0,1,0,0,1,0,1,0,0,0,27.45,18.506,6,120,C,NCTL,ND,0.5,0.4,0.45,0,1,2,1,0,0,0,3,1,0,0,0,0.670464569,0.324345145,0.922503221,0.867179433,0.342681869,0.667562075,0.004347805,0.99498676,0.405018473,0.782591628,0.43659637,0.736282071,-0.299685701
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:32:39,1,12,50,0,0,6,5,0,0,1,1,2,27,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.219,12.226,2,84,W,CTL,ND,0.9,0.8,0.45,0,1,2,1,0,0,1,3,1,0,0,0,0.589030972,0.401317101,0.764832319,0.509044179,0.886491637,0.110393495,0.970904104,0.065124136,0.850348341,0.216047833,0.679987549,0.411083485,0.268904064
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:32:56,1,12,51,0,0,6,5,0,15,1,1,1,28,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.56,11.074,3,110,C,CTL,ND,0.5,0.8,0.45,0,1,2,1,0,0,1,3,1,0,0,0,0.593968923,0.399210477,0.923846094,0.717298976,0.738607407,0.265908995,0.954952212,0.049168762,0.750970997,0.325374343,0.560147224,0.427833098,0.132314126
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:33:17,1,12,52,0,0,6,5,15,15,1,2,2,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.373,13.195,4,75,BC,NCTL,D,0.4,0.4,0.85,0,1,2,1,0,0,1,3,1,0,0,0,0.59603455,0.3978758,0.646463702,0.505451826,0.522920244,0.463483755,0.426203895,0.603534852,0.517719483,0.42254413,0.563075299,0.498061593,0.065013706
